L1_id,L1_label,L2_id,L2_label,L3_id,L3_label,L4_id,L4_label
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N640a2992,优化供应链管理
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N0e93e380,制造业融合促进
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N27ba78e2,发展临空经济
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L3_N0e93e380,制造业融合促进
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L2_N0e93e380_BR_1a4623,融合促进措施
L1_N70e79b29,市场主体与网络,L1_N70e79b29_BR_2ba3df,载体与物流创新,L1_N70e79b29_BR_167030,物流服务与业态创新,L4_N0e93e380,加强同制造业融合发展
L1_N6be998d8,通关与口岸效能,L2_Ne455f9ae,自贸赋能临空产业,L4_Nfb48b97b,强化大通关基地与自贸试验区机场片区联动发展,,
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L3_N7e9ff5f6,提升航空口岸便利化水平,L4_N9273a814,建立三关合一创新监管模式
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L3_N8283673b,丰富航空口岸功能
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L3_N53ff6178,提高口岸通关便利化水平
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L3_N4b540045,加快大通关基地建设运营
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L3_N1da589d2,推动口岸和综合保税区功能融合
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L2_N0109e16a_BR_448437,通关便利化
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L4_N8648b9f1,突破传统监管模式
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L4_N5edfd835,实行一站式通关作业模式
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L2_N0109e16a,优化航空口岸服务功能与环境,L4_N34f6aab4,建设通关单一窗口
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_8df89b,空港口岸优化,L4_N6c65c54a,提升空港口岸通关效率,,
L1_N6be998d8,通关与口岸效能,L1_N6be998d8_BR_995bce,费用与通关便利,L2_N33b2d022,减免口岸及货站操作处置费用,,
L1_N6bbea948,智慧绿色转型,L2_Ne1879105,提升枢纽智慧水平,L3_N09522c48,推进智慧平台建设,L4_N96f6c2a8,加快构建智慧航空物流综合服务平台
L1_N6bbea948,智慧绿色转型,L2_Ne1879105,提升枢纽智慧水平,L3_N09522c48,推进智慧平台建设,L4_Na35a474b,引入战略投资者
L1_N6bbea948,智慧绿色转型,L2_Ne1879105,提升枢纽智慧水平,L4_N6e9da33c,实施航空货运全流程定位追踪,,
L1_N6bbea948,智慧绿色转型,L2_Ne1879105,提升枢纽智慧水平,L4_N6b11fc79,打造良好的航空货运社区,,
L1_N6bbea948,智慧绿色转型,L2_Na75f0b05,提升枢纽绿色水平,,,,
L1_N6bbea948,智慧绿色转型,L2_Nfdcfd3c4,智慧货运高效管理,L3_Ne42076c0,推进智慧货运技术应用,,
L1_N6bbea948,智慧绿色转型,L2_Nfdcfd3c4,智慧货运高效管理,L2_Nfdcfd3c4_BR_84f4d0,货运可视化,L4_Nea0a385e,实现货物状态可视化
L1_N6bbea948,智慧绿色转型,L2_Nfdcfd3c4,智慧货运高效管理,L2_Nfdcfd3c4_BR_a78b7b,资金引入,L4_N48c963e1,引入资金
L1_N6bbea948,智慧绿色转型,L2_Nfdcfd3c4,智慧货运高效管理,L4_N08407b0e,增强经营实力,,
L1_N6bbea948,智慧绿色转型,L2_Nfdcfd3c4,智慧货运高效管理,L4_N1244f6cb,统筹单据标准化建设,,
L1_N6bbea948,智慧绿色转型,L1_N6bbea948_BR_3d6bc6,航空货运转型,L3_N5b8fd671,推动航空货运绿色低碳发展,,
L1_N6bbea948,智慧绿色转型,L1_N6bbea948_BR_3d6bc6,航空货运转型,L3_Nbf5cb6ef,提升航空货运安全韧性水平,,
L1_N52f6895e,区域协同与产业联动,L2_Nc81ee0b8,大力拓展货源腹地,L3_N3494c85c,东盟电商服务拓展,L4_N3494c85c,简单加工等服务成为东盟跨境电商的核心服务商
L1_N52f6895e,区域协同与产业联动,L2_Nc81ee0b8,大力拓展货源腹地,L2_Nc81ee0b8_BR_a92ee4,东盟电商服务,,
L1_N52f6895e,区域协同与产业联动,L2_N6d9c5da7,营造宜商宜业环境,L3_Nb1103d45,促进信息资源互联共享,,
L1_N52f6895e,区域协同与产业联动,L2_N6d9c5da7,营造宜商宜业环境,L3_N792037db,优化简化货物安检流程,,
L1_N52f6895e,区域协同与产业联动,L2_N6d9c5da7,营造宜商宜业环境,L3_N42402ab1,提升口岸通关便利化水平,,
L1_N52f6895e,区域协同与产业联动,L2_Na5b73aaf,推动区港联动发展,L3_N724f0a0b,加强与重点产业园区对接,,
L1_N52f6895e,区域协同与产业联动,L2_Na5b73aaf,推动区港联动发展,L2_Na5b73aaf_BR_6c5234,区港联动项目,L4_N0188902d,建设跨境产业园
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L3_Nf50b9a9d,推进临空经济发展,,
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L3_Nea04744e,加强国际机场与周边区域联动,,
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L3_N2c29b561,促进航空货运相关产业发展,,
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L2_N4f9516d8_BR_a9e426,临空产业推进,L4_N5a060ef1,加快临空产业园建设
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L2_N4f9516d8_BR_a9e426,临空产业推进,L4_N1513dd0d,加快临空仓储物流快递集群建设
L1_N52f6895e,区域协同与产业联动,L2_N4f9516d8,大力发展航空经济,L2_N4f9516d8_BR_ebb95b,航空维修支持,L4_Nc28ba84f,支持飞机维修产业加快发展
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_Nd3a9b4af,与快递企业深度合作
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_Nf3f8f8c3,提供门到门物流服务
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_N832c0c49,打造中国东盟跨境电商综合服务平台
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_N198738ba,打造生鲜集散中心
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_N3fa16235,打造生鲜加工中心
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N97559905,延伸航空物流链条,L4_N69265178,建立健全中转物流链
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L3_N32b417e2,生鲜交易市场建设,,
L1_N52f6895e,区域协同与产业联动,L2_Nd825449f,延伸产业丰富业态,L2_Nd825449f_BR_4fe323,交易中心建设,L4_N32b417e2,打造生鲜交易中心
L1_N604d4c42,资源与要素保障,L2_N649ec6c7,扎实做好货物运输保障,L3_N77a3b68b,推进集疏运体系建设,,
L1_N604d4c42,资源与要素保障,L2_N649ec6c7,扎实做好货物运输保障,L3_N98ef0212,优化货物运输组织,,
L1_N604d4c42,资源与要素保障,L2_N9f46f3fd,继续做好航空资源保障,L3_N8458a8a8,完善航线网络布局,,
L1_N604d4c42,资源与要素保障,L2_Nbd50000d,持续提升服务保障能力,L3_N84a28744,打造高效便利的营商环境,,
L1_N604d4c42,资源与要素保障,L2_Nbd50000d,持续提升服务保障能力,L3_Nb148a883,提升设施装备供给水平,,
L1_N604d4c42,资源与要素保障,L2_N306e9a75,强化基础能力保障,L3_N3ab0a1a9,加快基础设施建设,,
L1_N604d4c42,资源与要素保障,L2_Nff3b5230,聚集航空物流资源要素,L3_Na5cf0ba6,完善航空物流配套设施,,
L1_N604d4c42,资源与要素保障,L2_Nff3b5230,聚集航空物流资源要素,L3_N48dcd88a,助力基地航空公司发展,,
L1_N604d4c42,资源与要素保障,L2_Nff3b5230,聚集航空物流资源要素,L3_N9815851a,大力培育适航产业,,
L1_N604d4c42,资源与要素保障,L2_N24b2144b,加大政策扶持力度,L3_Nc21e1f2f,完善财政奖补机制,,
L1_N604d4c42,资源与要素保障,L2_N24b2144b,加大政策扶持力度,L3_N71ce64b1,积极争取政策倾斜,,
L1_N604d4c42,资源与要素保障,L2_N24b2144b,加大政策扶持力度,L3_Ne6cde812,完善配套政策支持,L4_N59784fee,强化双网双枢纽政策支持
L1_N604d4c42,资源与要素保障,L2_N24b2144b,加大政策扶持力度,L3_Ne6cde812,完善配套政策支持,L4_N6c7fdcaf,强化电子商务发展政策支持
